0.000000000000000000e+00,1.420383214950561523e+00,1.420383214950561523e+00,1.355425357818603516e+00,1.320000648498535156e+00,1.051078796386718750e+00,1.051078796386718750e+00,9.835305213928222656e-01,9.574471712112426758e-01,3.709001541137695312e-01,3.709001541137695312e-01,3.862912356853485107e-01,3.809403181076049805e-01,4.040198773145675659e-02,4.040198773145675659e-02,7.221408188343048096e-02,6.306144595146179199e-02,3.488311544060707092e-02,3.488311544060707092e-02,6.100234016776084900e-02,5.769696831703186035e-02,3.816248774528503418e-01,3.816248774528503418e-01,3.902142047882080078e-01,3.965926170349121094e-01,1.057950973510742188e+00,1.057950973510742188e+00,1.005105972290039062e+00,9.827029705047607422e-01
1.000000000000000000e+00,1.416294097900390625e+00,1.416294097900390625e+00,1.353998303413391113e+00,1.316624879837036133e+00,1.050441980361938477e+00,1.050441980361938477e+00,9.842042922973632812e-01,9.580511450767517090e-01,3.714137971401214600e-01,3.714137971401214600e-01,3.878486156463623047e-01,3.789044022560119629e-01,4.015531763434410095e-02,4.015531763434410095e-02,7.180784642696380615e-02,6.280650198459625244e-02,3.523304685950279236e-02,3.523304685950279236e-02,6.180652976036071777e-02,5.871602520346641541e-02,3.821935057640075684e-01,3.821935057640075684e-01,3.914158344268798828e-01,3.968040049076080322e-01,1.058237671852111816e+00,1.058237671852111816e+00,1.005420565605163574e+00,9.826487898826599121e-01
2.000000000000000000e+00,1.419504165649414062e+00,1.419504165649414062e+00,1.354443550109863281e+00,1.314787149429321289e+00,1.048297762870788574e+00,1.048297762870788574e+00,9.848762750625610352e-01,9.535629749298095703e-01,3.709149360656738281e-01,3.709149360656738281e-01,3.869435787200927734e-01,3.795199394226074219e-01,3.993766754865646362e-02,3.993766754865646362e-02,7.201366126537322998e-02,6.299031525850296021e-02,3.556274250149726868e-02,3.556274250149726868e-02,6.155325472354888916e-02,5.892811343073844910e-02,3.821344673633575439e-01,3.821344673633575439e-01,3.906084895133972168e-01,3.984549343585968018e-01,1.060419082641601562e+00,1.060419082641601562e+00,1.008826136589050293e+00,9.840867519378662109e-01
3.000000000000000000e+00,1.410814881324768066e+00,1.410814881324768066e+00,1.348486661911010742e+00,1.315471410751342773e+00,1.051262855529785156e+00,1.051262855529785156e+00,9.809865951538085938e-01,9.540467262268066406e-01,3.710734844207763672e-01,3.710734844207763672e-01,3.864259719848632812e-01,3.769962489604949951e-01,3.955206647515296936e-02,3.955206647515296936e-02,7.183842360973358154e-02,6.214334443211555481e-02,3.559683263301849365e-02,3.559683263301849365e-02,6.154615432024002075e-02,5.884832516312599182e-02,3.812900781631469727e-01,3.812900781631469727e-01,3.930085301399230957e-01,3.967798948287963867e-01,1.058824181556701660e+00,1.058824181556701660e+00,1.004541873931884766e+00,9.831804037094116211e-01
4.000000000000000000e+00,1.413720846176147461e+00,1.413720846176147461e+00,1.354189634323120117e+00,1.314146518707275391e+00,1.051438093185424805e+00,1.051438093185424805e+00,9.798952341079711914e-01,9.515174627304077148e-01,3.729636371135711670e-01,3.729636371135711670e-01,3.877030909061431885e-01,3.786469697952270508e-01,3.896957635879516602e-02,3.896957635879516602e-02,7.189942896366119385e-02,6.226602196693420410e-02,3.568258136510848999e-02,3.568258136510848999e-02,6.157137826085090637e-02,5.981636047363281250e-02,3.837524950504302979e-01,3.837524950504302979e-01,3.923617005348205566e-01,3.988341689109802246e-01,1.060678958892822266e+00,1.060678958892822266e+00,1.005968689918518066e+00,9.820619821548461914e-01
5.000000000000000000e+00,1.418817758560180664e+00,1.418817758560180664e+00,1.354118466377258301e+00,1.314019441604614258e+00,1.047846794128417969e+00,1.047846794128417969e+00,9.784659147262573242e-01,9.540224671363830566e-01,3.704078495502471924e-01,3.704078495502471924e-01,3.859478831291198730e-01,3.769932985305786133e-01,3.874759748578071594e-02,3.874759748578071594e-02,7.174216955900192261e-02,6.238971650600433350e-02,3.586500138044357300e-02,3.586500138044357300e-02,6.180269271135330200e-02,6.007457897067070007e-02,3.822304308414459229e-01,3.822304308414459229e-01,3.906723260879516602e-01,3.967450559139251709e-01,1.058966279029846191e+00,1.058966279029846191e+00,1.008469343185424805e+00,9.822636246681213379e-01
6.000000000000000000e+00,1.414693832397460938e+00,1.414693832397460938e+00,1.349812984466552734e+00,1.315233826637268066e+00,1.048906803131103516e+00,1.048906803131103516e+00,9.775984287261962891e-01,9.533808231353759766e-01,3.720203042030334473e-01,3.720203042030334473e-01,3.872562050819396973e-01,3.778365254402160645e-01,3.814747929573059082e-02,3.814747929573059082e-02,7.056654244661331177e-02,6.244319677352905273e-02,3.588363528251647949e-02,3.588363528251647949e-02,6.154050678014755249e-02,6.050285696983337402e-02,3.836611211299896240e-01,3.836611211299896240e-01,3.919999897480010986e-01,3.996374607086181641e-01,1.060808777809143066e+00,1.060808777809143066e+00,1.005715370178222656e+00,9.829266071319580078e-01
7.000000000000000000e+00,1.416434526443481445e+00,1.416434526443481445e+00,1.348523139953613281e+00,1.317294001579284668e+00,1.046943902969360352e+00,1.046943902969360352e+00,9.814716577529907227e-01,9.518539905548095703e-01,3.704437613487243652e-01,3.704437613487243652e-01,3.870530724525451660e-01,3.784063458442687988e-01,3.799230232834815979e-02,3.799230232834815979e-02,7.050976157188415527e-02,6.242235377430915833e-02,3.601018711924552917e-02,3.601018711924552917e-02,6.191500276327133179e-02,6.112293154001235962e-02,3.832250833511352539e-01,3.832250833511352539e-01,3.914864063262939453e-01,3.983692228794097900e-01,1.061455845832824707e+00,1.061455845832824707e+00,1.005324125289916992e+00,9.826294779777526855e-01
8.000000000000000000e+00,1.417604565620422363e+00,1.417604565620422363e+00,1.351871013641357422e+00,1.312512159347534180e+00,1.044115543365478516e+00,1.044115543365478516e+00,9.824752807617187500e-01,9.475351572036743164e-01,3.705996870994567871e-01,3.705996870994567871e-01,3.863151371479034424e-01,3.779335319995880127e-01,3.728542476892471313e-02,3.728542476892471313e-02,7.003451138734817505e-02,6.172018870711326599e-02,3.575476258993148804e-02,3.575476258993148804e-02,6.173738092184066772e-02,6.154574826359748840e-02,3.826273083686828613e-01,3.826273083686828613e-01,3.905177712440490723e-01,3.995880782604217529e-01,1.060171008110046387e+00,1.060171008110046387e+00,1.005902409553527832e+00,9.811341762542724609e-01
9.000000000000000000e+00,1.412966012954711914e+00,1.412966012954711914e+00,1.352819919586181641e+00,1.314042925834655762e+00,1.048949003219604492e+00,1.048949003219604492e+00,9.796975851058959961e-01,9.482859373092651367e-01,3.700838983058929443e-01,3.700838983058929443e-01,3.885990679264068604e-01,3.782969713211059570e-01,3.724339231848716736e-02,3.724339231848716736e-02,6.953126192092895508e-02,6.210684031248092651e-02,3.654576465487480164e-02,3.654576465487480164e-02,6.161988526582717896e-02,6.102875247597694397e-02,3.838872313499450684e-01,3.838872313499450684e-01,3.904917240142822266e-01,3.986283242702484131e-01,1.061797499656677246e+00,1.061797499656677246e+00,1.008072614669799805e+00,9.811031222343444824e-01
